NO	session	age	sex	city	affiliation	info	Q2.1	Q2.2	Q2.3	Q3.1	Q3.1group	Q3.2a	Q3.2b	Q3.2c	Q3.3a	Q3.3b	Q3.3c	Q3.4a	Q3.4b	Q3.4c	Q3.5a	Q3.5b	Q3.5c	Q4.1	Q4.2	Q4.3	Q4.4	Q4.5	Q4.6	Q4.7a	Q4.7b	Q4.7c	Q5.1	Q5.2	Q5.3	Q5.4	Q5.5	Q6.1	Q6.2	Q6.3	Q6.3.1.1	Q6.3.1.2	Q6.3.1.3	Q6.3.1.4	Q6.3.1.5	Q6.3.2.1	Q6.3.2.2	Q6.3.2.3	Q6.3.2.4
1042	2	27	1	"Tanjung Selor"	"Dinas Kehutanan Pemprov Kaltara"	3	"Permasalahan yang terjadi antara manusia dan satwa liar yang biasanya terjadi akibat penurunan luasan habitat dan ketersediaan pakan di alam sehingga menyebabkan satwa liar mencari pakan dengan masuk"	"Orang utan, gajah, dsb"	"Tidak ada"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1043	2	35	2	"Bogor"	"Asliqewan"	3	"Hubungan negatif antara satwa liar dan manusia"	"Monyet, ular,"	"Monyet, ular,"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1044	2	59	1	"Semarang"	"Universitas Negeri Semarang"	2	"Konfik yang terjadi antara manusia dengan satwa liar yg disebabkan kepentingan manusia untuk menguasai satwa yang semestinya hidup bebas."	"Gajah, Harimau, Buaya, Ular"	"Ular"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1045	2	23	2	"Bandar lampung"	"Universitas Lampung"	2	"Adanya permasalahan yang timbul karna adanya pertemuan wilayah jelajah satwa dengan pemukiman warga"	"Gajah, harimau"	"Tidak ada, karna mungkin sebaliknya.. manusialah yang mengambil wilayah hidup satwa"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1046	2	25	1	"Bogor"	"IPB"	2	"Suatu pertikaian mengenai kehidupan satwa liar dengan manusia yang dianggap merusak/mengganggu satu sama lain. Bisa jadi manusia menggangu kehidupan satwa liar ataupun sebaliknya."	"Harimau, gajah, ular,"	"Mungkin yang paling banyak dianggap pengganggu adalah ular, karena ular dapat berada di pemukiman perkotaan sehingga meresahkan keberadaannya, dan pada pemukiman sekitar hutan juga tidak dipungkiri ad"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1047	2	41	2	"Lampung"	"SKW 3 LAMPUNG BKSDA BENGKULU"	1	"konflik satwa liar adalah konflik perebutan lahan untuk hidup antara manusia dan satwa liar"	"gajah"	"gajah"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1048	2	45	2	"Pekanbaru"	"Universitas Riau"	3	"Kondisi saling merugikan antara manusia dan satwa"	"Gajah"	"Gajah"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1049	2	21	1	"Yogyakarta"	"Universitas Gadjah Mada"	3	"Terjadinya interaksi merugikan antara manusia dengan satwa liar baik searah maupun dua arah"	"Ular, macaca"	"Ular"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1050	2	21	1	"Bogor"	"Institut Teknologi Bandung"	3	"Konflik manusia dengan satwa liar umumnya merupakan permasalahan yang muncul akibat ego manusia yang dapat mengancam keberadaan dari satwa liar dalam berbagai faktor baik habitat hingga sumber daya"	"Satwa liar di kawasan konservasi"	"Satwa liar yang tergolong hewan buas"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1051	2	21	2	"DKI Jakarta"	"Institut Teknologi Bandung"	3	"Kontak antara satwa liar dengan manusia atau properti manusia yang hasil akhirnya merugikan satu atau kedua belah pihak"	"Arthropoda dan ular"	"hama serangga"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1052	2	48	1	"Jakarta"	"IESA"	3	"Adanya kondisi yg mengakibatkan bertentangan dalam berbagi ruang hidup"	"Tikus, kucing, anjing, nyamuk, kecoak"	"Babi hutan, gajah, kucing besar"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1053	2	24	2	"Surabaya"	"Universitas Wijaya Kusuma surabaya"	3	"Konflik yg disebabkan oleh satwa liar dan manusia yang terjadi di perbatasan kawasan hutan dan pemukiman"	"Kera, ular, gajah dan harimau"	"Kera dan reptilia"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1054	2	20	1	"Kabupaten Bogor"	"UIN Jakarta"	3	"konflik manusia dan satwa liar merupakan salah satu ancaman yang menyebabkan menurunnya populasi satwa liar hal ini dikarenakan adanya interaksi negatif antara manusia dengan satwa liar. namun pada ko"	"primata, gajah, harimau"	"menurut saya tidak ada, karena setiap satwa memiliki fungsi ekologisnya tersendiri. namun dalam beberapa sumber yang saya baca macaca termasuk kedalam satwa liar yang dianggap pengganggu karena merusa"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1055	2	23	1	"Bogor"	"Universitas Djuanda"	3	"Konflik antara manusia dan satwa liar terjadi akibat sejumlah interaksi negatif baik langsung maupun tidak langsung antara manusia dan satwa liar. Konflik yang terjadi cenderung menimbulkan sikap nega"	"Harimau"	"Menurut saya, tidak ada satwa liar yang akan mengganggu kehidupan manusia jika manusia tidak mengganggunya."	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1056	2	21	2	"Lampung"	"Mahasiswa Instiper Yogyakarta"	3	"Ketika satwa masuk ke area pemukiman warga karena habitat asli mereka terganggu (hilangnya kawasan hutan)"	"Harimau dan orangutan"	"Hariamau yang akhir-akhir ini masuk ke area pemukiman warga dianggap mengganggu kehidupan manusia."	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1057	2	23	2	"Bogor"	"IPB University"	2	"Terjadinya kesalahpahaman antara manusia dan satwa liar"	"Monyet, babi hutan dan macan tutul"	"tidak ada"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1058	2	27	2	"Bima"	"-"	1	"Tidak menjawab"	"Monyet ekor panjang, gajah sumatra, Hariamau"	"Monyet ekor panjang"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1059	2	30	2	"Jakarta"	"Individu"	3	"Ketika manusia menggunakan kekerasan untuk mengusir atau bahkan membunuh satwa liar yang bisa jadi memasuki ranah pemukiman karena sebenarnya dulu adalah tempat tinggalnya yang jadi tergusur karena ma"	"Ular, buaya"	"Ular, buaya, harimau, ikan hiu"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1060	2	19	2	"Yogyakarta"	"UGM"	1	"Konflik antara manusia dengan satwa yang disebabkan oleh faktor-faktor penyebab."	"Monyet"	"Monyet"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1061	2	31	1	"Bogor"	"FKGI"	2	"Interaksi antara satwa liar dengan manusia yang saling memperebutkan sumberdaya yang terbatas"	"Gajah, harimau"	"Gajah, harimau, ou"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1062	2	17	2	"Kabupaten Demak"	"SMK KEHUTANAN NEGERI KADIPATEN"	1	"permasalahan kompleks karena bukan hanya berhubungan dengan keselamatan manusia tetapi juga satwa itu sendiri."	"Monyet ekor panjang (Crab eating macaque)"	"Monyet ekor panjang (Crab eating macaque)"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1063	2	47	2	"Medan"	"Indonesian Species Conservation Program (ISCP)"	1	"Persaingan atau perebutan sumberdaya yang terbatas oleh manusia dan satwa liar pada suatu daerah yang menyebabkan kerugian bagi satwa liar atau manusia tersebut karna apapun itu yang namanya alam atau"	"Orangutan,harimau,beruang madu,gajah dan primata lainnya"	"bagi saya tidak ada sepanjang tidak saling menggangu atau merusak habitat masing2x"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1064	2	21	1	"Padang"	"Universitas Andalas"	3	"Konflik manusia dan satwa liar merupakan suatu interaksi buruk yang terjadi antara satwa liar dan manusia di suatu daerah dalam rangka perebutan suatu sumber daya. Sumber daya dalam hal ini tidak hany"	"Harimau, beruang, buaya,"	"Monyet ekor panjang, babi hutan"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1065	2	43	2	"Sungai Penuh - Jambi"	"Balai Besar TNKS"	2	"Konflik manusia dan satwa liar adalah suatu kejadian pertemuan dan atau kontak yang terjadi antara manusia dan satwa liar baik secara langsung maupun tidak langsung yang menyebabkan kerugian baik terh"	"Harimau Sumatera, Gajah Sumatera, Beruang Madu, dan Primata (Simpai dan Beruk)."	"Gajah Sumatera, Beruang Madu, dan Primata (Simpai dan Beruk)"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1066	2	22	1	"Palu"	"FKH IPB"	1	"Konflik atau permasalahan yang timbul di antara manusia dan satwa liar akibat meningkatnya interaksi antar keduanya."	"Orangutan, gajah, harimau, monyet ekor panjang"	"Harimau, gajah, monyet ekor panjang"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1067	2	31	1	"Kota Pariaman"	"Universitas Andalas"	3	"Ketika manusia dan satwa liar memanfaatkan resources yg sama kemudian salah satu merasa dirugikan"	"Kucing besar (Felidae)"	"Monyet ekor panjang"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1068	2	26	2	"Padang"	"Unand"	2	"Penggunaan sumber daya yang sama antara manusia dan satwa yang mengakibatkan adanya kerugian"	"Monyet ekor panjang"	"Babi hutan"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1069	2	29	1	"Jakarta Utara"	"Orangutan COP"	1	"Menurut saya segala konflik adalah reaksi dari sebuah tindakan, tindakannya apa tentu kompleksitasnya tinggi dan sudah berlangsung lama seperti konflik manusia dan satwa liar. Dan untuk mengakhirinya"	"Primata"	"Reptil"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1070	2	20	2	"Depok"	"IPB"	3	"Ketika kepentingan manusia lebih diutamakan daripada kepentingan seluruh mahluk hidup di bumi (antroposentrisme konservatif)"	"Satwa top predator"	"Satwa top predator"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1071	2	27	2	"Samarinda"	"Mapa politani"	1	"Dimana tempat atau ekosistem yang mengganggu satu samalain"	"Monyet"	"Ular"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1072	2	21	1	"Bandung"	"Universitas Padjadjaran"	3	"Ketika kepentingan atau kebutuhan bagi manusia dan satwa liar ini saling bertemu."	"primata."	"tidak ada."	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1073	2	25	1	"Garut"	"Little Fireface Project"	3	"perebutan wilayah antara manusia dan satwa liar.  hal ini bisa disebabkan karena manusia memperluas wilayahnya untuk pemenuhan kebutuhan mereka sendiri (tempat tinggal atau penanaman untuk pangan), se"	"monyet ekor panjang, babi hutan, gajah, buaya"	"monyet ekor panjang dan babi hutan karena mereka sering muncul di kebun kebun dan dianggap hama oleh pemilik kebun"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1074	2	28	1	"Samarinda"	"Balai Taman Nasional Kutai"	2	"Ketika satwa liar memasuki area penduduk, dan bertemu langsung dengan manusia, sehingga manusia merasa hewan liar tersebut adalah ancaman besar dan akhirnya membunuhnya."	"Ular, orangutan, dan gajah"	"Tidak ada"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1075	2	52	2	"Serpong"	"Yayasan Orangutan Tapanuli Indonesia"	2	"Interaksi manusia dan satwa liar yang berdampak negatif pada kehidupan sosial, ekonomi, atau budaya manusia, konservasi satwa liar, atau lingkungan."	"Harimau, Orangutan, Gajah"	"Gajah, Orangutan"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1076	2	16	1	"Sumatera Selatan"	"SMAN 16 Palembang"	1	"Permasalahan yg terjadi antar manusia dan satwa liar dikarenakan suatu masalah."	"Ular, buaya, dll"	"Ular"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1077	2	49	2	"Palembang"	"Universitas Sriwijaya"	2	"Konflik antara manusia dan satwa liar terjadi akibat sejumlah interaksi negatif baik langsung maupun tidak langsung antara manusia dan satwa liar.Disisi lain tidak jarang satwa liar yang berkonflik me"	"Gajah"	"Babi Hutan"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1078	2	26	1	"Banten"	"HN English Course"	3	"Menurut saya, definisi konflik manusia dan satwa liar adalah ketika tidak adanya keharmonisan antara keduanya yang berujung pada terjadinya suatu hal yang merugikan salah satu pihak bahkan keduanya."	"Harimau"	"Primata"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1079	2	21	1	"Bogor"	"Universitas Padjadjaran"	3	"konflik manusia dan satwa liar merupakan suatu permasalahan yang melibatkan dua belah pihak (manusia dan satwa) yang sama-sama berusaha untuk memenuhi kebutuhan hidupnya sebagai upaya mempertahankan k"	"berdasarkan apa yang saya ketahui, kebanyakan satwa liar yang berkonflik dengan manusia adalah satwa yang berasal dari hutan yang disalahgunakan oleh manusia, satwa liar tersebut seperti orang utan, h"	"ular merupakan salah satu satwa liar yang mungkin kita temui di sekitar tempat tinggal kita. gigitannya yang berbisa dapat bersifat toksik pada manusia hingga dapat menyebabkan kematian. selain itu, m"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1080	2	34	2	"Perumahan Citra Kalisuren Indah"	"Forum Peduli Kali"	1	"manusia telah merusak habitat satwa liar"	"Ular"	"Tikus"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1081	2	25	2	"Kota Medan"	"Yayasan Ekosister Lestari"	2	"Konflik manusia dan satwa liar adalah perebutan wilayah habitat"	"Gajah, Harimau, Buaya, Orangutan, dan lain-lain"	"Tidak ada"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1082	2	23	1	"Enrekang"	"Universitas Hasanuddin"	2	"Ketidak seimbangan antara kehidupan diantara keduanya  dalam kata lain manusia tidak mendukung kehidupan satwa liar di alam bebas"	"Orang hutan"	"Orang hutan"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1083	2	31	1	"Jakarta"	"UIN Jakarta"	1	"sejumlah interaksi negatif baik langsung maupun tidak langsung antara manusia dan satwa liar"	"Gajah, harimau"	"tidak ada"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1084	2	20	1	"Kebumen"	"UNNES"	2	"Menurut saya, adanya hubungan yang merugikan salah satu pihak dalam kehidupannya."	"Menurut saya seperti harimau, gajah, monyet, dsb."	"Menurut saya ular"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1085	2	27	1	"Kota Serang"	"Untirta"	3	"manusia dalam memenuhi kebutuhannya sering sekali merusak hutan, rumah para satwa liar. hal tersebut sering sekali memacu konfik manusia dan satwa liar"	"harimau, Gajah"	"Harimau"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1086	2	23	2	"Kuningan"	"Mahakupala Fahutan Universitas Kuningan"	3	"Permasalahan antara dua mahluh hidup yaitu manusia dan satwa, yang dimana konflik ini terjadi karena beberapa sebab, bisa saja karena serakahnya manusia. Karena habitat satwa yang mereka gunakan, dial"	"Satwa jenis karnivor (Macan/harimau), Gajah di sumatera, monyet ekor panjang dibeberapa daerah. Hingga yang sangat umum di masyarakat penjaga hutan yaitu Babi hutan."	"Babi hutan, bukan karena keberadaannya. Tetapi jumlah nya yang mungkin over populasi sehingga jumlah individu yang banyak sedangkan predator yang memangsa nya tidak sebanding. sehingga terjadi over po"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1087	2	27	1	"Sumedang"	"RSUD SUMEDANG"	1	"kehidupan yang tidak beriringan"	"Harimau"	"Gajah"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1088	2	20	1	"Ciamis"	"Institut Agama Islam Darussalam Ciamis"	1	"Ketidakseimbangan antara lingkungan manusia dan satwa liar, serta keterbatasan wawasan yang dimiliki oleh manusia mengenai satwa liar"	"Monyet, Ular, Buaya"	"Ular"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1089	2	21	1	"Jember"	"IAIN jember/Teens Go Green Indonesia"	3	"Menurutku yaitu perebutan wilayah atau sumber daya alam antara manusia dan satwa"	"Monyet, kera"	"Monyet"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1090	2	20	1	"Pasuruan"	"IAIN Jember"	3	"Bisa dianggap pengganggu"	"Monyet"	"Monyet"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
1091	2	20	1	"DKI Jakarta"	"Universitas Diponegoro"	2	"Menurut saya, konflik manusia dan satwa liar merupakan permasalahan yang timbul akibat interaksi antara manusia dan satwa liar"	"Menurut saya, satwa yang paling sering berkonflik dengan manusia adalah orangutan"	"Menurut saya, satwa liar yang paling dianggap pengganggu dalam kehidupan manusia adalah orangutan"	"-9"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	"-9"	-9	-9	-9	"-9.0"	-9	-9	-9	-9	"-9.0"	-9	-9	-9	"-9.0"	"-9.0"	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
